时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2021-09-15,宁波利维能,汽车交通,Pre-A轮,3亿人民币,"国盛集团, 中保投资, 东方嘉富, 允泰资本, 深圳君联",150000,汽车交通、交通出行、电池,利维能是一家电池管理系统研发商，致力于新能源汽车和储能市场的电池系统研究开发、生产制造、市场销售和技术服务。其主要产品包括车用电池系统、充电机、电池管理系统、储能电池系统等。,周荣兵 常务副总经理 周荣兵，2015年4月任“宁波利维能”常务副总经理，2011年出任“北京利维能”副总经理，1990年哈尔滨工业大学工学学士，1995年北京科技大学工学硕士 孙晓东 总经理 孙晓东，2015年4月任“宁波利维能”总经理、2015年12月兼“杉猫（北京）”总经理， 2016年1月任“杉杉股份”副总裁，2009年创立“北京利维能电源设备有限公司”，1991年清华大学应用物理专业理学学士。 
2021-09-13,中航锂电,先进制造,战略投资,120亿人民币,"先进制造产业投资基金, 常州高新投, 厦门创投, 武汉科创投, 成都高投",5000000,先进制造、新能源、新能源,中航锂电是专业从事锂离子动力电池、电池管理系统、储能电池及相关集成产品和锂电池材料的研制、生产、销售和市场应用开发的高科技企业，致力于为全球客户提供完整的产品解决方案和完善的全生命周期服务。致力于动力电池关键技术的研发与应用，打造具有全球影响力的锂电科技创新平台。目前公司规划产能200GWh+，全力打造全球领先的动力电池制造商和全球优秀汽车公司战略供应商。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-09-13,东岛新能源,传统制造,Pre-IPO,未透露,"金达投资, 前海母基金, 温氏投资, 稼沃资本",0,传统制造、化工产业、新材料,东岛新能源是一家电池材料生产商，主要从事锂离子动力电池负极材料、正极材料、锂电池电解质材料、动力电池负极包覆材料等产品的生产，致力于为用户提供一体化的锂电池整体制造方案。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-09-13,派恩杰,先进制造,Pre-A轮,数千万人民币,湖杉资本,15000,先进制造、集成电路、新能源,派恩杰是一家半导体功率器件设计研发商，致力于碳化硅与氮化镓功率器件的研制与产业化，可减少功率器件体积，广泛应用于服务器、通信基站电源、新能源汽车及电动汽车充电桩领域。,黄兴 创始人 黄兴，派恩杰创始人 
2021-09-13,润诚达,先进制造,B+轮,近亿人民币,"洪泰基金（领投）, 青岛泰富汇盈叁号, 睿智新基建, 雨辰新基建",50000,先进制造、新能源、工业4.0,润诚达是集研发、生产、销售、运营于一体的新能源充电解决方案和SaaS服务提供商，为商业、住宅等公共空间以及充电站等场景提供“充电+储能+SaaS”的全栈式解决方案。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-09-10,捷氢科技,汽车交通,战略投资,1.99亿人民币,上柴股份,324803,汽车交通、汽车零部件、大公司新产品,捷氢科技是上汽集团旗下的氢燃料电池研发生产商，集研发、生产、销售燃料电池系统以及提供整车工程服务为一体，可应用于客车、中重型货车以及卡车领域。,祖似杰 董事长 祖似杰，捷氢科技董事长，上汽集团副总裁、总工程师。1968年10月出生，曾任上海汽车集团股份有限公司规划发展部投资规划科科长、战略与业务规划部投资规划科科长、战略与业务规划部总监、战略和业务规划部总监、规划部执行总监、规划部总经理、副总工程师。 
2021-09-07,Fractory,先进制造,A轮,914万美元,"OTB Ventures（领投）, Verve Capital, Startup Wise Guys, United Angels VC, Superhero Capital, Trind Ventures",29705,先进制造、新能源、新能源,Fractory.co是美国一家激光切割在线询价服务提供商，用户只需选择所需服务，比如激光切割、等离子切割、激光管、表面处理等。后台系统会据此来计算出潜在的制造商数量以及激光切割合适报价。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-09-07,富骅新能源,先进制造,战略投资,未透露,宝馨科技,50000,先进制造、新能源、电池,四川富骅新能源科技是一家科技推广服务提供商。业务涵盖新能源及其材料、聚合物锂离子动力电池及高能量密度正极材料、应急电源、电瓶、储能设施的研发、生产、销售，有色金属及其衍生品的销售，商品及技术进出口业务等。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-09-02,格派新能源,先进制造,B轮,未透露,浙商创投,15000,先进制造、新能源、新材料,格派新能源是一家动力电池材料提供商，公司主要业务包括钴镍锰等基础料、三元前驱体、锂电正极材料以及动力电池梯次循环利用等，致力于建设新能源动力电池产业生产圈。,曹栋强 董事长 曹栋强，格派新能源董事长。 
2021-08-31,国鸿氢能,先进制造,战略投资,未透露,"涌铧投资, 昇辉科技",50000,先进制造、新材料、电池,国鸿氢能是一家燃料电池生产商，公司主要产品包括氢燃料电池商用车、纯氢燃料备用电源、氢燃料电池电堆、燃料电池发动机等，产品广泛应用于各种车型、无人机、汽车交通、分布式电站等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-08-25,宇航派蒙,先进制造,B轮,6400万人民币,,32000,先进制造、新材料、环保,宇航派蒙是集生产、制造、销售于一体的中国石墨烯热管理应用领军企业，致力于新材料在大健康行业的应用，更注重“时尚轻养生”产品的开发和布局，核心产品涵盖智能穿戴、健康家居及消杀防护等领域。 2017年，宇航派蒙推出石墨烯发热理疗健康产品系列，涵盖了石墨烯发热理疗护具、保暖服饰、发热家居产品等，并成为小米有品核心供应商。,许岚 创始人 许岚，派蒙集团创始人。 潘智军 董事长 潘智军，派蒙集团董事长。 
2021-08-24,速珂智能SUPER SOCO,先进制造,战略投资,1亿人民币,"金库资本（领投）, 宁德时代, 辰韬资本",50000,先进制造、新能源、解决方案,速珂智能是一家专注于新能源二轮交通工具研发制造销售的创新型科技企业，致力于为全球创造颠覆性的新能源二轮交通工具，用极客精神做产品提供完美用户出行体验，让每个人都能享受到优质产品带来的出行乐趣。,江铭 CEO 江铭，为速珂智能科技（上海）有限公司的创始人 
2021-08-19,恒盛能源,传统制造,IPO上市,4.19亿人民币,,167600,传统制造、公用事业、新能源,恒盛能源是一家热电服务提供商，该公司主要采用煤炭作为燃料，致力通过热电联产从而产生蒸汽和电力，为用户供热，与此同时该公司为用户提供管道搭建、定期检修等相关服务与支持。,余国旭 董事长 余国旭，高中学历。1998年1月至2000年9月，任兰溪市龙马建材有限公司总经理，2000年10月至2008年6月，任浙江青龙山建材有限公司董事长，2008年7月至2009年9月，任恒鑫电力技改办主任。 
2021-08-18,零跑科技,汽车交通,C轮,45亿人民币,"中金资本（领投）, 中信建投资本, 中信戴卡, 杭州市政府",3100000,汽车交通、汽车制造、汽车交通,零跑科技是一家电动汽车研发生产商，致力于研发环保、安全、科技的新能源汽车，公司业务范围涵盖三电系统开发、电动汽车整车研发、生产与销售，并提供基于云计算的车联网解决方案。,朱江明 董事长 朱江明，浙江零跑科技有限公司董事长，毕业于浙江大学信息与电子工程学系，本科学历；工程师。2008年1月至2010年5月任杭州摩托罗拉科技有限公司业务运营总监、总经理。2001年3月创立了大华股份，现任浙江大华技术股份有限公司常务副总裁；2011年2月至今任蓝联科技董事长；零跑科技董事长。曾荣获杭州市2003-2004年度先进科技工作者称号；2006年被浙江省安全技术防范行业协会聘任为“浙江省安全技术防范行业专家”。 
2021-08-17,联储能源,先进制造,A轮,数千万人民币,"东海证券（领投）, 常州能源",15000,先进制造、新能源、工业4.0,联储能源是一家专业从事储能技术开发应用与储能核心装备制造集成的高新技术企业。公司的熔盐储能技术可广泛应用于光热发电，智能电网调峰及清洁能源供暖等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-08-16,爱康光电,先进制造,战略投资,3亿人民币,浙能电力,150000,先进制造、新能源、新能源,爱康光电是一家光伏组件智能制造商，主营太阳能电池及太阳能电池组件研究、生产、销售，太阳能电池、太阳能电池组件、晶体硅材料、太阳能器具销售等业务。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-08-13,一道新能源,先进制造,A轮,未透露,"招商局创投, 蚨库投资",10000,先进制造、新能源、新能源,"一道新能源是一家太阳能光伏制造商。位于浙江衢州绿色产业集聚区，总用地面积约600亩，建设规模达5GW高效单晶硅太阳能电池以及3GW高效组件。 公司核心团队有着丰富的光伏组件、电池研发、生产、销售经验，严格的质量管控体系和客户服务理念, 拥有先进的自主知识产权，为客户提供行业领先的高品质产品和可靠的服务。",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
